APC,Provider State,Outpatient Services,Average Estimated Submitted Charges,Average Total Payments
0604 - Level 1 Hospital Clinic Visits,MA,306734,113.1288662,64.97737933
0604 - Level 1 Hospital Clinic Visits,ME,40693,71.75516797,52.40580862
0604 - Level 1 Hospital Clinic Visits,MI,128997,101.9786373,53.20584828
0604 - Level 1 Hospital Clinic Visits,MN,64091,103.8972297,55.75420605
0604 - Level 1 Hospital Clinic Visits,MO,98814,116.6513433,50.54841844
0604 - Level 1 Hospital Clinic Visits,MS,18261,175.9444554,47.56624774
0604 - Level 1 Hospital Clinic Visits,MT,15838,71.46859136,54.12274466
0604 - Level 1 Hospital Clinic Visits,NC,140689,107.0168248,50.25627206
0604 - Level 1 Hospital Clinic Visits,ND,42869,60.40499615,55.99721011
0604 - Level 1 Hospital Clinic Visits,NE,15310,124.5243991,53.50756564
0604 - Level 1 Hospital Clinic Visits,NH,58034,91.40510873,57.98139401
0604 - Level 1 Hospital Clinic Visits,NJ,29339,215.897308,60.78187259
0604 - Level 1 Hospital Clinic Visits,NM,72389,78.13860932,53.28382834
0604 - Level 1 Hospital Clinic Visits,NV,7917,144.6124959,57.86076923
0604 - Level 1 Hospital Clinic Visits,NY,154502,167.3470163,59.80548407
0604 - Level 1 Hospital Clinic Visits,OH,523158,90.48205815,50.68485484
0604 - Level 1 Hospital Clinic Visits,OK,50483,131.5733746,49.9474845
0604 - Level 1 Hospital Clinic Visits,OR,66282,101.2200685,56.89705365
0604 - Level 1 Hospital Clinic Visits,PA,264695,84.16468078,53.51671977
0604 - Level 1 Hospital Clinic Visits,RI,7727,180.2463401,56.81203184
0604 - Level 1 Hospital Clinic Visits,SC,59487,117.6261975,50.86542505
0604 - Level 1 Hospital Clinic Visits,SD,17209,71.12104713,55.53099018
0604 - Level 1 Hospital Clinic Visits,TN,93593,106.250134,50.54848728
0604 - Level 1 Hospital Clinic Visits,TX,181678,138.855723,51.68617207
0604 - Level 1 Hospital Clinic Visits,UT,32224,87.75189765,51.80811538
0604 - Level 1 Hospital Clinic Visits,VA,81318,92.55368873,51.64608783
0604 - Level 1 Hospital Clinic Visits,VT,6238,76.44214652,55.89748477
0604 - Level 1 Hospital Clinic Visits,WA,201419,121.6734907,57.17022912
0604 - Level 1 Hospital Clinic Visits,WI,127407,94.57785734,53.02417975
0604 - Level 1 Hospital Clinic Visits,WV,17604,93.57000682,48.35120086
0604 - Level 1 Hospital Clinic Visits,WY,2305,145.1241475,57.46735358
0605 - Level 2 Hospital Clinic Visits,AK,9331,127.0913214,83.61876433
0605 - Level 2 Hospital Clinic Visits,AL,29275,201.8253397,64.01337319
0605 - Level 2 Hospital Clinic Visits,AR,152075,140.8525962,66.33097899
0605 - Level 2 Hospital Clinic Visits,AZ,71949,220.3231597,71.72687181
0605 - Level 2 Hospital Clinic Visits,CA,540655,186.4068682,87.51070276
0605 - Level 2 Hospital Clinic Visits,CO,117918,154.5758654,73.76292474
0605 - Level 2 Hospital Clinic Visits,CT,112780,199.2784682,82.42656171
0605 - Level 2 Hospital Clinic Visits,DC,60973,154.8346035,74.24415971
0605 - Level 2 Hospital Clinic Visits,DE,3813,153.7029242,73.92946237
0605 - Level 2 Hospital Clinic Visits,FL,324148,182.310703,69.79599411
0605 - Level 2 Hospital Clinic Visits,GA,202345,169.5802529,68.61226677
0605 - Level 2 Hospital Clinic Visits,HI,60138,94.40589494,78.24565865
0605 - Level 2 Hospital Clinic Visits,IA,73858,152.9065928,70.43571827
0605 - Level 2 Hospital Clinic Visits,ID,110356,79.57894994,68.75865716
0605 - Level 2 Hospital Clinic Visits,IL,620649,144.3350338,73.19367412
0605 - Level 2 Hospital Clinic Visits,IN,207181,131.4045629,69.27605186
0605 - Level 2 Hospital Clinic Visits,KS,53561,138.5771373,68.14329045
0605 - Level 2 Hospital Clinic Visits,KY,119513,140.5273538,67.15017471
0605 - Level 2 Hospital Clinic Visits,LA,84866,124.4314648,66.11545448
0605 - Level 2 Hospital Clinic Visits,MA,563281,151.9001139,87.47909301
0605 - Level 2 Hospital Clinic Visits,ME,232507,82.86059263,69.58062587
0605 - Level 2 Hospital Clinic Visits,MI,237373,110.7861727,71.55084188
0605 - Level 2 Hospital Clinic Visits,MN,241921,123.5963317,74.23005866
0605 - Level 2 Hospital Clinic Visits,MO,288008,140.2986287,66.89285155
0605 - Level 2 Hospital Clinic Visits,MS,56603,185.9787522,64.44106019
0605 - Level 2 Hospital Clinic Visits,MT,89456,87.57295978,73.86212697
0605 - Level 2 Hospital Clinic Visits,NC,646235,138.3965909,67.32851959
0605 - Level 2 Hospital Clinic Visits,ND,161986,81.67272412,72.14778555
0605 - Level 2 Hospital Clinic Visits,NE,29031,156.905522,70.75952981
0605 - Level 2 Hospital Clinic Visits,NH,202527,111.0159523,77.98929224
0605 - Level 2 Hospital Clinic Visits,NJ,128938,282.8908292,81.83930424
0605 - Level 2 Hospital Clinic Visits,NM,57951,113.9445395,70.61783938
0605 - Level 2 Hospital Clinic Visits,NV,30632,210.1681506,76.00810362
0605 - Level 2 Hospital Clinic Visits,NY,667863,186.4970379,78.80195043
0605 - Level 2 Hospital Clinic Visits,OH,457628,128.2973182,67.77147685
0605 - Level 2 Hospital Clinic Visits,OK,84365,187.6880311,66.89937735
0605 - Level 2 Hospital Clinic Visits,OR,127552,131.2687146,76.67034166
0605 - Level 2 Hospital Clinic Visits,PA,321139,138.3880773,69.03815968
0605 - Level 2 Hospital Clinic Visits,RI,30403,192.7095668,78.23210966
0605 - Level 2 Hospital Clinic Visits,SC,146365,116.4301809,67.7484622
0605 - Level 2 Hospital Clinic Visits,SD,71546,91.02650141,74.01276717
0605 - Level 2 Hospital Clinic Visits,TN,62360,163.1985093,65.3506509
0605 - Level 2 Hospital Clinic Visits,TX,670968,174.5252509,69.25178347
0605 - Level 2 Hospital Clinic Visits,UT,92256,111.8604818,69.34653746
0605 - Level 2 Hospital Clinic Visits,VA,229083,128.6972248,68.82296539
0605 - Level 2 Hospital Clinic Visits,VT,81812,124.9922914,75.24337188
0605 - Level 2 Hospital Clinic Visits,WA,340795,142.3872131,76.79434314
0605 - Level 2 Hospital Clinic Visits,WI,306859,114.1633479,71.23993756
0605 - Level 2 Hospital Clinic Visits,WV,94333,97.77454284,64.51422906
0605 - Level 2 Hospital Clinic Visits,WY,766,181.9654047,72.17407311
0606 - Level 3 Hospital Clinic Visits,AK,1828,174.17593,110.3073304
0606 - Level 3 Hospital Clinic Visits,AL,12221,327.0278488,84.24372801
0606 - Level 3 Hospital Clinic Visits,AR,43907,176.7216448,88.21412167
0606 - Level 3 Hospital Clinic Visits,AZ,33121,174.0893439,93.52681984
0606 - Level 3 Hospital Clinic Visits,CA,255353,227.0249654,117.9325842
0606 - Level 3 Hospital Clinic Visits,CO,37029,189.2924497,97.49512733
0606 - Level 3 Hospital Clinic Visits,CT,44284,318.0585121,107.7060798
0606 - Level 3 Hospital Clinic Visits,DC,19673,207.7590164,97.691621
0606 - Level 3 Hospital Clinic Visits,DE,4356,178.5006841,97.79699954
0606 - Level 3 Hospital Clinic Visits,FL,143048,187.145432,92.19145622
0606 - Level 3 Hospital Clinic Visits,GA,26600,251.3364966,90.28328383
0606 - Level 3 Hospital Clinic Visits,HI,10001,133.6536586,103.269764
0606 - Level 3 Hospital Clinic Visits,IA,45590,195.1668598,93.8875782
0606 - Level 3 Hospital Clinic Visits,ID,71316,102.3147769,91.43807505
0606 - Level 3 Hospital Clinic Visits,IL,121469,193.9514561,96.13754695
0606 - Level 3 Hospital Clinic Visits,IN,37699,192.3535799,90.19450357
0606 - Level 3 Hospital Clinic Visits,KS,7195,267.1090563,89.34662404
0606 - Level 3 Hospital Clinic Visits,KY,15947,249.519894,87.15672164
0606 - Level 3 Hospital Clinic Visits,LA,15827,168.6148,86.43496177
0606 - Level 3 Hospital Clinic Visits,MA,338693,192.6712146,115.5061623
0606 - Level 3 Hospital Clinic Visits,ME,65509,120.6401294,92.47948557
0606 - Level 3 Hospital Clinic Visits,MI,109323,126.016222,94.38843318
0606 - Level 3 Hospital Clinic Visits,MN,113798,127.4781754,96.53435254
0606 - Level 3 Hospital Clinic Visits,MO,40498,252.3934071,88.47109289
0606 - Level 3 Hospital Clinic Visits,MS,27914,188.7432518,85.66844272
0606 - Level 3 Hospital Clinic Visits,MT,42796,127.5410887,97.87732475
0606 - Level 3 Hospital Clinic Visits,NC,153261,155.3667402,88.48852918
0606 - Level 3 Hospital Clinic Visits,ND,101445,124.0602097,95.12652324
0606 - Level 3 Hospital Clinic Visits,NE,8071,189.9734159,91.71051666
0606 - Level 3 Hospital Clinic Visits,NH,117701,157.4700664,103.2277925
0606 - Level 3 Hospital Clinic Visits,NJ,35757,339.8598439,107.9385964
0606 - Level 3 Hospital Clinic Visits,NM,54161,129.0153623,93.13822566
0606 - Level 3 Hospital Clinic Visits,NV,2689,354.6267683,101.2680402
0606 - Level 3 Hospital Clinic Visits,NY,308324,209.4352013,99.86750843
0606 - Level 3 Hospital Clinic Visits,OH,123742,199.3191189,89.1907872
0606 - Level 3 Hospital Clinic Visits,OK,48292,283.4041098,88.35503562
0606 - Level 3 Hospital Clinic Visits,OR,42615,174.0820659,100.7433444
0606 - Level 3 Hospital Clinic Visits,PA,117565,181.0682149,90.40862833
0606 - Level 3 Hospital Clinic Visits,RI,7208,218.2530036,102.9808102
0606 - Level 3 Hospital Clinic Visits,SC,21753,181.4347069,88.77977842
0606 - Level 3 Hospital Clinic Visits,SD,36889,141.981977,95.71230313
0606 - Level 3 Hospital Clinic Visits,TN,21921,185.0855467,86.42812919
0606 - Level 3 Hospital Clinic Visits,TX,325251,208.1528038,90.78271649
0606 - Level 3 Hospital Clinic Visits,UT,16854,187.3998736,91.19867509
0606 - Level 3 Hospital Clinic Visits,VA,206743,174.6539653,90.18176364
0606 - Level 3 Hospital Clinic Visits,VT,61583,183.2586667,99.55148661
0606 - Level 3 Hospital Clinic Visits,WA,130512,184.5729431,101.6753729
0606 - Level 3 Hospital Clinic Visits,WI,178920,139.7209167,96.42000794
0606 - Level 3 Hospital Clinic Visits,WV,6410,155.6853791,82.38743682
0606 - Level 3 Hospital Clinic Visits,WY,133,271.2789474,96.11218045
0607 - Level 4 Hospital Clinic Visits,AK,336,445.6814286,151.450506
0607 - Level 4 Hospital Clinic Visits,AL,2655,367.1934426,115.2488776
0607 - Level 4 Hospital Clinic Visits,AR,15851,228.5252508,119.6983591
0607 - Level 4 Hospital Clinic Visits,AZ,11620,337.369963,128.9102418
0607 - Level 4 Hospital Clinic Visits,CA,87997,300.6739987,163.0628241
0607 - Level 4 Hospital Clinic Visits,CO,10264,256.3583466,133.5796366
0607 - Level 4 Hospital Clinic Visits,CT,9125,402.5828208,148.0001578
0607 - Level 4 Hospital Clinic Visits,DC,7373,255.2900285,133.6348027
0607 - Level 4 Hospital Clinic Visits,DE,2760,198.1439855,133.9781377
0607 - Level 4 Hospital Clinic Visits,FL,30054,324.0538484,124.9890181
0607 - Level 4 Hospital Clinic Visits,GA,6415,356.3688122,123.388979
0607 - Level 4 Hospital Clinic Visits,HI,1321,169.6665026,141.7040348
0607 - Level 4 Hospital Clinic Visits,IA,10948,242.3910294,128.1337696
0607 - Level 4 Hospital Clinic Visits,ID,5523,173.8241391,130.0551367
0607 - Level 4 Hospital Clinic Visits,IL,35077,265.5358748,131.2180842
0607 - Level 4 Hospital Clinic Visits,IN,10374,305.621443,125.7437874
0607 - Level 4 Hospital Clinic Visits,KS,2212,225.4364195,122.0417948
0607 - Level 4 Hospital Clinic Visits,KY,5585,338.7694091,119.6906732
0607 - Level 4 Hospital Clinic Visits,LA,3346,279.4707711,118.7280335
0607 - Level 4 Hospital Clinic Visits,MA,84927,294.6893673,158.0748138
0607 - Level 4 Hospital Clinic Visits,ME,13371,159.1617231,126.607977
0607 - Level 4 Hospital Clinic Visits,MI,19278,202.7367626,129.1880314
0607 - Level 4 Hospital Clinic Visits,MN,26017,183.6036053,134.3412131
0607 - Level 4 Hospital Clinic Visits,MO,8416,288.9224418,121.062134
0607 - Level 4 Hospital Clinic Visits,MS,7569,335.7759625,117.1397767
0607 - Level 4 Hospital Clinic Visits,MT,5376,172.7753553,133.1928925
0607 - Level 4 Hospital Clinic Visits,NC,34365,225.172928,120.9625773
0607 - Level 4 Hospital Clinic Visits,ND,5236,169.8785695,130.4179412
0607 - Level 4 Hospital Clinic Visits,NE,4899,232.1551276,124.9888834
0607 - Level 4 Hospital Clinic Visits,NH,17277,221.1285015,143.6049447
0607 - Level 4 Hospital Clinic Visits,NJ,11403,428.1486802,148.5481689
0607 - Level 4 Hospital Clinic Visits,NM,10357,187.702102,127.294091
0607 - Level 4 Hospital Clinic Visits,NV,357,745.2464986,138.7982353
0607 - Level 4 Hospital Clinic Visits,NY,43228,276.1205425,140.9912286
0607 - Level 4 Hospital Clinic Visits,OH,27530,277.0778758,122.8191747
0607 - Level 4 Hospital Clinic Visits,OK,8247,417.3158821,120.5899418
0607 - Level 4 Hospital Clinic Visits,OR,5688,251.2141192,138.2100914
0607 - Level 4 Hospital Clinic Visits,PA,32529,252.4608039,124.4007741
0607 - Level 4 Hospital Clinic Visits,RI,1774,373.1513923,140.3525254
0607 - Level 4 Hospital Clinic Visits,SC,3603,343.4045629,120.1472828
0607 - Level 4 Hospital Clinic Visits,SD,2205,253.4873923,132.7287029
0607 - Level 4 Hospital Clinic Visits,TN,7948,260.3884952,118.6197509
0607 - Level 4 Hospital Clinic Visits,TX,48706,298.0392808,124.5709541
0607 - Level 4 Hospital Clinic Visits,UT,2290,275.2899869,124.3317817
0607 - Level 4 Hospital Clinic Visits,VA,33169,243.5496819,123.6462344
0607 - Level 4 Hospital Clinic Visits,VT,5985,245.0592348,136.7038814
0607 - Level 4 Hospital Clinic Visits,WA,31185,310.9381982,138.6252237
0607 - Level 4 Hospital Clinic Visits,WI,33088,220.6003327,132.3054621
0607 - Level 4 Hospital Clinic Visits,WV,930,220.5879892,116.5309032
0607 - Level 4 Hospital Clinic Visits,WY,62,356.5795161,132.5824194
0608 - Level 5 Hospital Clinic Visits,AK,*,*,*
0608 - Level 5 Hospital Clinic Visits,AL,324,526.7820062,156.384321
0608 - Level 5 Hospital Clinic Visits,AR,1432,278.5665293,162.1987919
0608 - Level 5 Hospital Clinic Visits,AZ,2051,543.7533106,176.386982
0608 - Level 5 Hospital Clinic Visits,CA,12757,427.386964,215.6949432
0608 - Level 5 Hospital Clinic Visits,CO,1213,385.4065128,180.6908821
0608 - Level 5 Hospital Clinic Visits,CT,283,415.9525795,200.264523
0608 - Level 5 Hospital Clinic Visits,DC,1051,306.7443007,181.0367935
0608 - Level 5 Hospital Clinic Visits,DE,522,185.8424521,180.5644828
0608 - Level 5 Hospital Clinic Visits,FL,3979,412.59286,168.6003443
0608 - Level 5 Hospital Clinic Visits,GA,594,382.7881987,165.4993939
0608 - Level 5 Hospital Clinic Visits,HI,*,*,*
0608 - Level 5 Hospital Clinic Visits,IA,305,313.2939016,172.0258689
0608 - Level 5 Hospital Clinic Visits,ID,1097,217.4633181,174.3769918
0608 - Level 5 Hospital Clinic Visits,IL,4231,348.7332971,178.2539045
0608 - Level 5 Hospital Clinic Visits,IN,628,484.2646338,170.5524841
0608 - Level 5 Hospital Clinic Visits,KS,155,312.6656129,163.2551613
0608 - Level 5 Hospital Clinic Visits,KY,658,415.802766,162.5382371
0608 - Level 5 Hospital Clinic Visits,LA,331,345.2887311,158.7325982
0608 - Level 5 Hospital Clinic Visits,MA,4909,399.8993909,213.11033
0608 - Level 5 Hospital Clinic Visits,ME,165,246.1176364,168.1004848
0608 - Level 5 Hospital Clinic Visits,MI,2141,267.8118496,178.1699113
0608 - Level 5 Hospital Clinic Visits,MN,804,272.3425746,184.7135199
0608 - Level 5 Hospital Clinic Visits,MO,254,562.5681102,164.2670866
0608 - Level 5 Hospital Clinic Visits,MS,839,363.1034088,159.1482122
0608 - Level 5 Hospital Clinic Visits,MT,393,318.5796438,176.7072265
0608 - Level 5 Hospital Clinic Visits,NC,2853,335.6609814,166.8954469
0608 - Level 5 Hospital Clinic Visits,ND,237,245.5021097,176.6131646
0608 - Level 5 Hospital Clinic Visits,NE,267,302.6814981,171.5744944
0608 - Level 5 Hospital Clinic Visits,NH,995,273.1880905,194.4903719
0608 - Level 5 Hospital Clinic Visits,NJ,1571,559.4947167,201.5892553
0608 - Level 5 Hospital Clinic Visits,NM,1281,231.0530913,172.6308275
0608 - Level 5 Hospital Clinic Visits,NV,159,1948.037925,193.0877358
0608 - Level 5 Hospital Clinic Visits,NY,6036,322.4496918,198.562331
0608 - Level 5 Hospital Clinic Visits,OH,1624,402.9843781,167.2188855
0608 - Level 5 Hospital Clinic Visits,OK,1514,456.3359379,163.6891876
0608 - Level 5 Hospital Clinic Visits,OR,825,322.1961212,186.8398545
0608 - Level 5 Hospital Clinic Visits,PA,1900,405.7511316,170.0055947
0608 - Level 5 Hospital Clinic Visits,RI,487,438.3653593,189.9730801
0608 - Level 5 Hospital Clinic Visits,SC,274,394.8797445,162.8396715
0608 - Level 5 Hospital Clinic Visits,SD,179,236.4487151,183.0706145
0608 - Level 5 Hospital Clinic Visits,TN,513,608.4160234,162.5972904
0608 - Level 5 Hospital Clinic Visits,TX,2919,575.8213532,165.6946694
0608 - Level 5 Hospital Clinic Visits,UT,327,430.9601835,168.0955963
0608 - Level 5 Hospital Clinic Visits,VA,2587,304.2242907,168.9653034
0608 - Level 5 Hospital Clinic Visits,VT,565,246.1555221,188.8777522
0608 - Level 5 Hospital Clinic Visits,WA,4611,312.9062893,187.2666992
0608 - Level 5 Hospital Clinic Visits,WI,2789,258.6737899,180.1501362
0608 - Level 5 Hospital Clinic Visits,WV,22,354.2313636,155.6127273
0608 - Level 5 Hospital Clinic Visits,WY,*,*,*
0690 - Level I Electronic Analysis of Devices,AK,72,373.03125,39.30138889
0690 - Level I Electronic Analysis of Devices,AL,44,1073.327045,31.10954545
0690 - Level I Electronic Analysis of Devices,AR,23421,75.88613595,31.48583323
0690 - Level I Electronic Analysis of Devices,AZ,2821,347.8186104,33.86057781
0690 - Level I Electronic Analysis of Devices,CA,26906,252.5013521,40.91220731
0690 - Level I Electronic Analysis of Devices,CO,4793,331.3787023,34.4530315
0690 - Level I Electronic Analysis of Devices,CT,9493,185.2464405,39.09667861
0690 - Level I Electronic Analysis of Devices,DC,2075,140.9201446,35.2801494
0690 - Level I Electronic Analysis of Devices,DE,5611,52.66792907,36.02894493
0690 - Level I Electronic Analysis of Devices,FL,20077,158.1513657,33.10416297
0690 - Level I Electronic Analysis of Devices,GA,9515,123.1501335,32.73340935
0690 - Level I Electronic Analysis of Devices,HI,474,67.27848101,36.87835443
0690 - Level I Electronic Analysis of Devices,IA,2938,143.5643397,32.49075221
0690 - Level I Electronic Analysis of Devices,ID,13535,80.2008659,33.91548652
0690 - Level I Electronic Analysis of Devices,IL,43224,241.8142587,34.52765385
0690 - Level I Electronic Analysis of Devices,IN,19108,214.9062539,33.34028574
0690 - Level I Electronic Analysis of Devices,KS,6912,181.1091146,32.8058044
0690 - Level I Electronic Analysis of Devices,KY,1479,86.57962813,32.02665991
0690 - Level I Electronic Analysis of Devices,LA,2133,108.6524848,32.0468542
0690 - Level I Electronic Analysis of Devices,MA,26008,369.8735962,41.76896532
0690 - Level I Electronic Analysis of Devices,ME,16460,67.90834629,33.43756501
0690 - Level I Electronic Analysis of Devices,MI,58183,120.0717488,34.38064349
0690 - Level I Electronic Analysis of Devices,MN,23833,162.4609525,36.29695338
0690 - Level I Electronic Analysis of Devices,MO,6883,70.53737614,32.52424524
0690 - Level I Electronic Analysis of Devices,MS,7937,152.9108164,31.58658057
0690 - Level I Electronic Analysis of Devices,MT,8037,116.4154884,34.9496541
0690 - Level I Electronic Analysis of Devices,NC,26143,116.7419646,32.44341927
0690 - Level I Electronic Analysis of Devices,ND,16200,70.76208025,34.74593951
0690 - Level I Electronic Analysis of Devices,NE,723,118.0210235,34.64409405
0690 - Level I Electronic Analysis of Devices,NH,18696,130.515514,37.33471224
0690 - Level I Electronic Analysis of Devices,NJ,30129,296.1432699,39.85476119
0690 - Level I Electronic Analysis of Devices,NM,2189,83.0825217,33.80385107
0690 - Level I Electronic Analysis of Devices,NV,38,250.8318421,37.86342105
0690 - Level I Electronic Analysis of Devices,NY,13954,239.1003411,38.03235273
0690 - Level I Electronic Analysis of Devices,OH,47510,231.2604294,32.65319449
0690 - Level I Electronic Analysis of Devices,OK,18837,114.8637464,31.86090779
0690 - Level I Electronic Analysis of Devices,OR,12280,105.1277964,36.15359365
0690 - Level I Electronic Analysis of Devices,PA,46407,207.1814946,32.58393518
0690 - Level I Electronic Analysis of Devices,RI,536,406.6516045,37.73535448
0690 - Level I Electronic Analysis of Devices,SC,3196,76.36840113,32.22046621
0690 - Level I Electronic Analysis of Devices,SD,5507,105.7094389,36.04542945
0690 - Level I Electronic Analysis of Devices,TN,8113,156.5826193,32.69202391
0690 - Level I Electronic Analysis of Devices,TX,22123,229.7450513,32.87022872
0690 - Level I Electronic Analysis of Devices,UT,1441,115.5914296,32.66321999
0690 - Level I Electronic Analysis of Devices,VA,21647,141.1276015,32.63000785
0690 - Level I Electronic Analysis of Devices,VT,3897,164.047516,35.64784193
0690 - Level I Electronic Analysis of Devices,WA,14296,79.80715725,36.47596251
0690 - Level I Electronic Analysis of Devices,WI,38972,200.3262884,34.81921225
0690 - Level I Electronic Analysis of Devices,WV,2927,116.0176016,29.5225521
0690 - Level I Electronic Analysis of Devices,WY,126,145.3611111,38.15785714
0692 - Level II Electronic Analysis of Devices,AK,19,1077.046842,139.2815789
0692 - Level II Electronic Analysis of Devices,AL,229,700.0299127,93.97759825
0692 - Level II Electronic Analysis of Devices,AR,325,1204.508862,103.3576
0692 - Level II Electronic Analysis of Devices,AZ,448,529.2635045,106.6131696
0692 - Level II Electronic Analysis of Devices,CA,2206,852.5736899,137.9118676
0692 - Level II Electronic Analysis of Devices,CO,550,1083.716309,112.1064545
0692 - Level II Electronic Analysis of Devices,CT,644,465.165854,126.6753571
0692 - Level II Electronic Analysis of Devices,DC,*,*,*
0692 - Level II Electronic Analysis of Devices,FL,1025,904.4039512,106.4259024
0692 - Level II Electronic Analysis of Devices,GA,593,508.3189713,105.4428668
0692 - Level II Electronic Analysis of Devices,HI,31,322.7096774,124.956129
0692 - Level II Electronic Analysis of Devices,IA,2130,598.8061737,102.3949765
0692 - Level II Electronic Analysis of Devices,ID,372,360.5166129,109.5116398
0692 - Level II Electronic Analysis of Devices,IL,2333,651.2006344,111.8570596
0692 - Level II Electronic Analysis of Devices,IN,613,580.3934258,101.6727896
0692 - Level II Electronic Analysis of Devices,KS,1155,1195.959645,93.08407792
0692 - Level II Electronic Analysis of Devices,KY,401,622.5438155,102.8649377
0692 - Level II Electronic Analysis of Devices,LA,165,796.603697,100.4810303
0692 - Level II Electronic Analysis of Devices,MA,1874,663.3528709,135.6421825
0692 - Level II Electronic Analysis of Devices,ME,481,302.8474636,108.7764449
0692 - Level II Electronic Analysis of Devices,MI,1160,699.0612155,111.3209397
0692 - Level II Electronic Analysis of Devices,MN,689,447.6843251,117.3619884
0692 - Level II Electronic Analysis of Devices,MO,1111,579.5607831,102.9336904
0692 - Level II Electronic Analysis of Devices,MS,211,592.8908057,97.94241706
0692 - Level II Electronic Analysis of Devices,MT,309,323.2752427,112.9067638
0692 - Level II Electronic Analysis of Devices,NC,1917,433.7679604,103.2817527
0692 - Level II Electronic Analysis of Devices,ND,1434,418.2520502,111.8686053
0692 - Level II Electronic Analysis of Devices,NE,253,609.3562846,108.7588142
0692 - Level II Electronic Analysis of Devices,NH,676,621.6829586,121.5702071
0692 - Level II Electronic Analysis of Devices,NJ,222,794.9862162,125.8272973
0692 - Level II Electronic Analysis of Devices,NM,340,348.4377941,110.5911765
0692 - Level II Electronic Analysis of Devices,NV,91,868.6626374,116.0227473
0692 - Level II Electronic Analysis of Devices,NY,864,692.2859954,114.2110417
0692 - Level II Electronic Analysis of Devices,OH,2681,660.7945207,104.3962365
0692 - Level II Electronic Analysis of Devices,OK,1077,368.8809656,102.3548097
0692 - Level II Electronic Analysis of Devices,OR,679,413.3683211,120.2186009
0692 - Level II Electronic Analysis of Devices,PA,1003,699.1591924,105.7663111
0692 - Level II Electronic Analysis of Devices,RI,58,647.3624138,120.9801724
0692 - Level II Electronic Analysis of Devices,SC,363,976.8883196,102.676584
0692 - Level II Electronic Analysis of Devices,SD,214,309.7872897,109.1836916
0692 - Level II Electronic Analysis of Devices,TN,741,572.8673144,104.0492173
0692 - Level II Electronic Analysis of Devices,TX,1779,1153.22475,105.6200281
0692 - Level II Electronic Analysis of Devices,UT,441,349.8029025,103.6847166
0692 - Level II Electronic Analysis of Devices,VA,1189,470.9306224,106.7405803
0692 - Level II Electronic Analysis of Devices,VT,63,1107.737937,114.9211111
0692 - Level II Electronic Analysis of Devices,WA,1139,439.0449956,115.3370588
0692 - Level II Electronic Analysis of Devices,WI,879,611.6712287,104.0347554
0692 - Level II Electronic Analysis of Devices,WV,843,513.2484579,97.9203796
0692 - Level II Electronic Analysis of Devices,WY,*,*,*
0698 - Level II Eye Tests & Treatments,AK,*,*,*
0698 - Level II Eye Tests & Treatments,AL,24,1321.745417,65.84416667
0698 - Level II Eye Tests & Treatments,AR,1398,274.72701,67.54848355
0698 - Level II Eye Tests & Treatments,AZ,1083,373.7779409,72.06076639
0698 - Level II Eye Tests & Treatments,CA,9894,290.1297605,92.23004043
0698 - Level II Eye Tests & Treatments,CO,2664,580.5613664,75.87536036
0698 - Level II Eye Tests & Treatments,CT,58,243.4736207,83.98758621
0698 - Level II Eye Tests & Treatments,DC,803,253.2319676,75.9084807
0698 - Level II Eye Tests & Treatments,DE,72,94.33194444,77.41694444
0698 - Level II Eye Tests & Treatments,FL,64,551.909375,70.27625
0698 - Level II Eye Tests & Treatments,GA,1185,308.6454684,71.78254008
0698 - Level II Eye Tests & Treatments,HI,15,127.0733333,80.41466667
0698 - Level II Eye Tests & Treatments,IA,2046,203.7362757,72.17328446
0698 - Level II Eye Tests & Treatments,ID,*,*,*
0698 - Level II Eye Tests & Treatments,IL,5663,215.3457496,75.45516158
0698 - Level II Eye Tests & Treatments,IN,835,203.089509,71.41532934
0698 - Level II Eye Tests & Treatments,KS,126,105.874127,65.17714286
0698 - Level II Eye Tests & Treatments,KY,23,433.0182609,67.89782609
0698 - Level II Eye Tests & Treatments,LA,1148,143.1244251,67.57052265
0698 - Level II Eye Tests & Treatments,MA,6845,209.7104339,90.18376917
0698 - Level II Eye Tests & Treatments,ME,17,159.9447059,72.37235294
0698 - Level II Eye Tests & Treatments,MI,8189,196.2980413,73.32350348
0698 - Level II Eye Tests & Treatments,MN,4379,192.1334254,75.2900137
0698 - Level II Eye Tests & Treatments,MO,1841,117.2383976,66.38281912
0698 - Level II Eye Tests & Treatments,MS,21,717.6433333,66.23238095
0698 - Level II Eye Tests & Treatments,MT,54,96.84074074,79.07185185
0698 - Level II Eye Tests & Treatments,NC,4805,277.2957149,70.68115921
0698 - Level II Eye Tests & Treatments,ND,2951,125.3692816,76.93301932
0698 - Level II Eye Tests & Treatments,NE,12,293.4275,72.63416667
0698 - Level II Eye Tests & Treatments,NH,2082,363.4918156,81.01507685
0698 - Level II Eye Tests & Treatments,NJ,890,308.6066404,86.49189888
0698 - Level II Eye Tests & Treatments,NM,476,134.5566176,72.66920168
0698 - Level II Eye Tests & Treatments,NV,14,286.165,77.43357143
0698 - Level II Eye Tests & Treatments,NY,4208,262.3223574,80.6580442
0698 - Level II Eye Tests & Treatments,OH,7312,204.6520323,69.90052243
0698 - Level II Eye Tests & Treatments,OK,31,685.2548387,66.15354839
0698 - Level II Eye Tests & Treatments,OR,2202,212.8903951,78.71528156
